iter	Passed	Remaining
1666	57271	28618
1667	57305	28584
1668	57339	28549
1669	57371	28514
1670	57402	28478
1671	57437	28443
1672	57469	28408
1673	57500	28372
1674	57532	28336
1675	57565	28301
1676	57596	28265
1677	57633	28232
1678	57668	28198
1679	57700	28163
1680	57731	28127
1681	57765	28092
1682	57802	28059
1683	57838	28026
1684	57873	27992
1685	57906	27957
1686	57940	27922
1687	57971	27886
1688	58004	27851
1689	58036	27816
1690	58071	27782
1691	58102	27746
1692	58134	27711
1693	58163	27674
1694	58195	27638
1695	58227	27602
1696	58263	27569
1697	58293	27533
1698	58325	27497
1699	58355	27461
1700	58390	27427
1701	58425	27393
1702	58456	27357
1703	58493	27324
1704	58524	27288
1705	58558	27254
1706	58591	27219
1707	58626	27185
1708	58663	27152
1709	58701	27119
1710	58733	27084
1711	58767	27049
1712	58805	27016
1713	58839	26982
1714	58877	26949
1715	58911	26915
1716	58941	26878
1717	58973	26843
1718	59009	26810
1719	59041	26774
1720	59075	26740
1721	59113	26707
1722	59147	26672
1723	59178	26637
1724	59213	26603
1725	59244	26567
1726	59274	26531
1727	59304	26494
1728	59341	26461
1729	59372	26425
1730	59405	26390
1731	59440	26357
1732	59473	26321
1733	59509	26288
1734	59545	26255
1735	59581	26221
1736	59615	26186
1737	59644	26150
1738	59679	26116
1739	59711	26080
1740	59747	26047
1741	59781	26013
1742	59813	25977
1743	59846	25942
1744	59879	25907
1745	59912	25872
1746	59950	25840
1747	59984	25805
1748	60018	25771
1749	60048	25735
1750	60087	25702
1751	60132	25672
1752	60173	25641
1753	60211	25608
1754	60241	25572
1755	60271	25536
1756	60304	25501
1757	60336	25466
1758	60371	25432
1759	60408	25398
1760	60439	25363
1761	60472	25328
1762	60505	25293
1763	60539	25258
1764	60576	25225
1765	60606	25189
1766	60640	25155
1767	60672	25120
1768	60710	25087
1769	60747	25054
1770	60780	25019
1771	60817	24985
1772	60850	24951
1773	60888	24918
1774	60919	24882
1775	60952	24847
1776	60990	24814
1777	61019	24778
1778	61052	24743
1779	61084	24708
1780	61117	24673
1781	61151	24638
1782	61191	24606
1783	61222	24571
1784	61257	24537
1785	61289	24501
1786	61323	24467
1787	61355	24432
1788	61389	24397
1789	61420	24362
1790	61452	24327
1791	61485	24292
1792	61517	24257
1793	61552	24223
1794	61589	24189
1795	61626	24156
1796	61656	24120
1797	61689	24085
1798	61723	24051
1799	61762	24018
1800	61796	23984
1801	61842	23954
1802	61953	23949
1803	61994	23917
1804	62040	23888
1805	62084	23857
1806	62126	23826
1807	62169	23794
1808	62203	23760
1809	62234	23724
1810	62267	23689
1811	62305	23656
1812	62349	23625
1813	62391	23594
1814	62439	23565
1815	62483	23534
1816	62521	23501
1817	62555	23466
1818	62590	23432
1819	62623	23397
1820	62660	23364
1821	62699	23331
1822	62734	23297
1823	62767	23262
1824	62803	23228
1825	62839	23194
1826	62878	23162
1827	62911	23127
1828	62942	23091
1829	62981	23058
1830	63013	23023
1831	63047	22988
1832	63084	22955
1833	63123	22922
1834	63157	22888
1835	63189	22852
1836	63222	22817
1837	63250	22781
1838	63285	22746
1839	63323	22713
1840	63357	22679
1841	63391	22644
1842	63423	22609
1843	63454	22573
1844	63489	22539
1845	63526	22506
1846	63558	22470
1847	63594	22436
1848	63626	22401
1849	63659	22366
1850	63705	22336
1851	63740	22302
1852	63772	22267
1853	63805	22232
1854	63838	22197
1855	63869	22161
1856	63898	22125
1857	63934	22091
1858	63967	22056
1859	63998	22021
1860	64031	21986
1861	64064	21951
1862	64096	21915
1863	64130	21881
1864	64171	21849
1865	64204	21814
1866	64233	21778
1867	64267	21743
1868	64299	21708
1869	64331	21673
1870	64361	21637
1871	64400	21604
1872	64437	21571
1873	64472	21536
1874	64510	21503
1875	64547	21469
1876	64580	21435
1877	64617	21401
1878	64652	21367
1879	64689	21333
1880	64722	21298
1881	64757	21264
1882	64786	21228
1883	64818	21193
1884	64856	21160
1885	64890	21125
1886	64921	21089
1887	64952	21054
1888	64984	21019
1889	65015	20983
1890	65046	20948
1891	65081	20914
1892	65112	20878
1893	65145	20843
1894	65179	20809
1895	65208	20773
1896	65237	20737
1897	65270	20702
1898	65306	20668
1899	65338	20633
1900	65370	20598
1901	65401	20562
1902	65431	20526
1903	65464	20491
1904	65499	20457
1905	65535	20423
1906	65564	20387
1907	65599	20353
1908	65631	20318
1909	65666	20284
1910	65696	20248
1911	65730	20214
1912	65766	20180
1913	65798	20145
1914	65828	20109
1915	65861	20074
1916	65893	20039
1917	65929	20005
1918	65961	19970
1919	65998	19936
1920	66032	19902
1921	66062	19866
1922	66095	19832
1923	66127	19796
1924	66164	19763
1925	66200	19729
1926	66233	19694
1927	66263	19659
1928	66298	19624
1929	66330	19589
1930	66361	19554
1931	66393	19519
1932	66432	19486
1933	66465	19451
1934	66496	19416
1935	66530	19381
1936	66562	19346
1937	66595	19311
1938	66633	19278
1939	66671	19245
1940	66704	19210
1941	66736	19175
1942	66768	19140
1943	66801	19105
1944	66839	19072
1945	66875	19038
1946	66906	19003
1947	66935	18967
1948	66964	18931
1949	66998	18896
1950	67029	18861
1951	67068	18828
1952	67097	18792
1953	67129	18757
1954	67161	18722
1955	67192	18687
1956	67226	18652
1957	67259	18618
1958	67298	18585
1959	67331	18550
1960	67369	18517
1961	67404	18483
1962	67435	18447
1963	67469	18413
1964	67509	18380
1965	67542	18345
1966	67578	18311
1967	67613	18277
1968	67651	18244
1969	67683	18209
1970	67718	18175
1971	67758	18142
1972	67791	18107
1973	67823	18072
1974	67856	18037
1975	67887	18002
1976	67922	17968
1977	67960	17935
1978	67991	17899
1979	68022	17864
1980	68057	17830
1981	68090	17795
1982	68121	17760
1983	68161	17727
1984	68194	17692
1985	68226	17657
1986	68257	17622
1987	68289	17587
1988	68322	17552
1989	68357	17518
1990	68393	17484
1991	68423	17449
1992	68455	17414
1993	68486	17379
1994	68521	17345
1995	68556	17310
1996	68594	17277
1997	68634	17244
1998	68670	17210
1999	68702	17175
2000	68735	17140
2001	68769	17106
2002	68801	17071
2003	68841	17038
2004	68875	17004
2005	68908	16969
2006	68939	16934
2007	68973	16899
2008	69004	16864
2009	69038	16830
2010	69078	16797
2011	69111	16762
2012	69147	16728
2013	69181	16694
2014	69219	16660
2015	69250	16625
2016	69290	16592
2017	69325	16558
2018	69358	16523
2019	69389	16488
2020	69419	16453
2021	69448	16417
2022	69481	16382
2023	69519	16349
2024	69551	16314
2025	69580	16278
2026	69610	16243
2027	69645	16209
2028	69676	16174
2029	69711	16140
2030	69748	16106
2031	69783	16072
2032	69815	16037
2033	69847	16002
2034	69878	15967
2035	69912	15932
2036	69948	15898
2037	69981	15864
2038	70014	15829
2039	70048	15795
2040	70082	15760
2041	70114	15725
2042	70155	15693
2043	70196	15660
2044	70239	15627
2045	70275	15593
2046	70307	15559
2047	70348	15526
2048	70380	15491
2049	70413	15456
2050	70445	15421
2051	70478	15387
2052	70513	15352
2053	70545	15318
2054	70582	15284
2055	70616	15249
2056	70650	15215
2057	70683	15180
2058	70713	15145
2059	70743	15110
2060	70772	15074
2061	70809	15040
2062	70847	15007
2063	70877	14972
2064	70912	14937
2065	70943	14902
2066	70973	14867
2067	71006	14833
2068	71043	14799
2069	71074	14764
2070	71108	14729
2071	71140	14695
2072	71173	14660
2073	71205	14625
2074	71239	14591
2075	71277	14557
2076	71311	14523
2077	71344	14488
2078	71381	14454
2079	71413	14420
2080	71445	14385
2081	71477	14350
2082	71517	14317
2083	71550	14282
2084	71582	14247
2085	71620	14214
2086	71653	14179
2087	71691	14146
2088	71730	14112
2089	71762	14077
2090	71794	14043
2091	71825	14008
2092	71857	13973
2093	71895	13939
2094	71929	13905
2095	71963	13870
2096	71995	13835
2097	72026	13801
2098	72057	13766
2099	72089	13731
2100	72126	13697
2101	72159	13662
2102	72191	13628
2103	72225	13593
2104	72255	13558
2105	72285	13523
2106	72320	13489
2107	72350	13454
2108	72384	13419
2109	72415	13384
2110	72446	13349
2111	72479	13315
2112	72517	13281
2113	72555	13248
2114	72589	13213
2115	72629	13180
2116	72664	13146
2117	72697	13111
2118	72737	13078
2119	72772	13044
2120	72802	13009
2121	72833	12974
2122	72865	12939
2123	72897	12904
2124	72928	12869
2125	72963	12835
2126	72996	12800
2127	73027	12766
2128	73061	12731
2129	73093	12697
2130	73127	12662
2131	73165	12628
2132	73198	12594
2133	73233	12560
2134	73264	12525
2135	73297	12490
2136	73332	12456
2137	73362	12421
2138	73399	12387
2139	73432	12353
2140	73464	12318
2141	73499	12284
2142	73531	12249
2143	73567	12215
2144	73607	12182
2145	73640	12147
2146	73673	12113
2147	73706	12078
2148	73737	12043
2149	73776	12010
2150	73809	11975
2151	73842	11941
2152	73875	11906
2153	73908	11872
2154	73939	11837
2155	73971	11802
2156	74010	11768
2157	74043	11734
2158	74076	11699
2159	74109	11665
2160	74141	11630
2161	74174	11596
2162	74207	11561
2163	74241	11527
2164	74273	11492
2165	74305	11458
2166	74337	11423
2167	74372	11389
2168	74402	11354
2169	74436	11319
2170	74473	11285
2171	74505	11251
2172	74540	11217
2173	74573	11182
2174	74612	11148
2175	74647	11114
2176	74681	11080
2177	74718	11046
2178	74751	11011
2179	74782	10977
2180	74816	10942
2181	74849	10908
2182	74883	10874
2183	74921	10840
2184	74951	10805
2185	74983	10770
2186	75013	10735
2187	75045	10701
2188	75076	10666
2189	75111	10632
2190	75147	10598
2191	75182	10563
2192	75214	10529
2193	75246	10494
2194	75278	10460
2195	75310	10425
2196	75354	10392
2197	75388	10358
2198	75421	10323
2199	75456	10289
2200	75486	10254
2201	75518	10220
2202	75552	10185
2203	75594	10152
2204	75627	10117
2205	75661	10083
2206	75691	10048
2207	75728	10014
2208	75763	9980
2209	75799	9946
2210	75832	9912
2211	75865	9877
2212	75900	9843
2213	75932	9808
2214	75961	9773
2215	76000	9740
2216	76031	9705
2217	76061	9670
2218	76093	9635
2219	76124	9601
2220	76160	9567
2221	76193	9532
2222	76229	9498
2223	76261	9464
2224	76290	9429
2225	76322	9394
2226	76354	9360
2227	76385	9325
2228	76417	9290
2229	76456	9257
2230	76486	9222
2231	76516	9187
2232	76550	9153
2233	76589	9119
2234	76619	9084
2235	76654	9050
2236	76693	9016
2237	76724	8982
2238	76754	8947
2239	76788	8912
2240	76820	8878
2241	76854	8844
2242	76891	8810
2243	76922	8775
2244	76956	8741
2245	76990	8706
2246	77020	8672
2247	77051	8637
2248	77086	8603
2249	77119	8568
2250	77152	8534
2251	77184	8499
2252	77219	8465
2253	77254	8431
2254	77290	8397
2255	77323	8362
2256	77355	8328
2257	77389	8294
2258	77420	8259
2259	77459	8225
2260	77497	8191
2261	77526	8157
2262	77556	8122
2263	77593	8088
2264	77624	8053
2265	77654	8019
2266	77694	7985
2267	77728	7951
2268	77759	7916
2269	77790	7881
2270	77819	7847
2271	77850	7812
2272	77889	7778
2273	77920	7744
2274	77950	7709
2275	77984	7675
2276	78015	7640
2277	78047	7606
2278	78082	7571
2279	78120	7537
2280	78152	7503
2281	78184	7468
2282	78216	7434
2283	78248	7400
2284	78279	7365
2285	78313	7331
2286	78349	7297
2287	78384	7262
2288	78419	7228
2289	78450	7194
2290	78485	7159
2291	78515	7125
2292	78548	7090
2293	78589	7057
2294	78624	7023
2295	78654	6988
2296	78684	6953
2297	78716	6919
2298	78751	6885
2299	78789	6851
2300	78822	6816
2301	78853	6782
2302	78885	6747
2303	78917	6713
2304	78951	6679
2305	78988	6645
2306	79022	6610
2307	79053	6576
2308	79084	6541
2309	79114	6507
2310	79152	6473
2311	79188	6439
2312	79218	6404
2313	79250	6370
2314	79281	6335
2315	79313	6301
2316	79345	6266
2317	79381	6232
2318	79418	6198
2319	79448	6164
2320	79479	6129
2321	79513	6095
2322	79546	6061
2323	79585	6027
2324	79624	5993
2325	79654	5958
2326	79689	5924
2327	79721	5890
2328	79753	5855
2329	79784	5821
2330	79815	5786
2331	79853	5752
2332	79887	5718
2333	79920	5684
2334	79954	5649
2335	79988	5615
2336	80021	5581
2337	80053	5546
2338	80088	5512
2339	80122	5478
2340	80153	5444
2341	80193	5410
2342	80238	5376
2343	80285	5343
2344	80318	5308
2345	80352	5274
2346	80384	5240
2347	80414	5205
2348	80448	5171
2349	80484	5137
2350	80519	5103
2351	80554	5068
2352	80585	5034
2353	80618	5000
2354	80656	4966
2355	80691	4931
2356	80724	4897
2357	80756	4863
2358	80791	4828
2359	80822	4794
2360	80857	4760
2361	80893	4726
2362	80926	4691
2363	80957	4657
2364	80990	4623
2365	81025	4588
2366	81062	4554
2367	81099	4520
2368	81131	4486
2369	81162	4451
2370	81196	4417
2371	81225	4383
2372	81257	4348
2373	81297	4314
2374	81331	4280
2375	81363	4246
2376	81394	4211
2377	81424	4177
2378	81455	4142
2379	81493	4108
2380	81532	4074
2381	81567	4040
2382	81600	4006
2383	81632	3972
2384	81664	3937
2385	81701	3903
2386	81738	3869
2387	81769	3835
2388	81800	3800
2389	81832	3766
2390	81866	3732
2391	81902	3697
2392	81938	3663
2393	81974	3629
2394	82008	3595
2395	82042	3561
2396	82076	3526
2397	82110	3492
2398	82148	3458
2399	82180	3424
2400	82212	3389
2401	82242	3355
2402	82274	3321
2403	82305	3286
2404	82343	3252
2405	82377	3218
2406	82412	3184
2407	82449	3150
2408	82481	3115
2409	82520	3081
2410	82552	3047
2411	82587	3013
2412	82618	2978
2413	82649	2944
2414	82682	2910
2415	82716	2875
2416	82748	2841
2417	82784	2807
2418	82815	2773
2419	82846	2738
2420	82877	2704
2421	82908	2670
2422	82940	2635
2423	82977	2601
2424	83009	2567
2425	83040	2532
2426	83075	2498
2427	83104	2464
2428	83135	2430
2429	83165	2395
2430	83204	2361
2431	83235	2327
2432	83269	2293
2433	83300	2258
2434	83329	2224
2435	83361	2190
2436	83399	2155
2437	83429	2121
2438	83462	2087
2439	83495	2053
2440	83529	2018
2441	83563	1984
2442	83595	1950
2443	83634	1916
2444	83666	1882
2445	83698	1847
2446	83729	1813
2447	83764	1779
2448	83798	1745
2449	83831	1710
2450	83870	1676
2451	83903	1642
2452	83932	1608
2453	83967	1573
2454	83998	1539
2455	84031	1505
2456	84062	1471
2457	84100	1437
2458	84133	1402
2459	84168	1368
2460	84202	1334
2461	84236	1300
2462	84269	1265
2463	84306	1231
2464	84341	1197
2465	84371	1163
2466	84403	1129
2467	84435	1094
2468	84465	1060
2469	84505	1026
2470	84542	992
2471	84577	958
2472	84607	923
2473	84641	889
2474	84676	855
2475	84709	821
2476	84745	786
2477	84781	752
2478	84811	718
2479	84842	684
2480	84876	650
2481	84907	615
2482	84940	581
2483	84977	547
2484	85008	513
2485	85040	478
2486	85070	444
2487	85102	410
2488	85134	376
2489	85173	342
2490	85203	307
2491	85238	273
2492	85270	239
2493	85300	205
2494	85332	171
2495	85363	136
2496	85400	102
2497	85431	68
2498	85467	34
2499	85505	0
