iter	Logloss
1514	0.1942627512
1515	0.194244665
1516	0.1941985038
1517	0.1941788874
1518	0.1941552318
1519	0.1941357723
1520	0.1941112382
1521	0.1940957195
1522	0.1940753919
1523	0.1940549836
1524	0.1940309743
1525	0.1940140075
1526	0.1939934244
1527	0.1939758569
1528	0.1939544743
1529	0.19393738
1530	0.1939247543
1531	0.1939045337
1532	0.193886586
1533	0.1938727749
1534	0.1938462152
1535	0.1938265287
1536	0.1938153897
1537	0.1937986285
1538	0.1937806676
1539	0.1937660718
1540	0.1937381112
1541	0.1937163685
1542	0.1936971122
1543	0.1936761182
1544	0.193650803
1545	0.1936334967
1546	0.1936093122
1547	0.1935896342
1548	0.193572299
1549	0.1935539018
1550	0.1935393233
1551	0.193519877
1552	0.1934895119
1553	0.1934744439
1554	0.1934565693
1555	0.1934442841
1556	0.1934289521
1557	0.1934106788
1558	0.1933915822
1559	0.1933626475
1560	0.1933363422
1561	0.1933205291
1562	0.1933020368
1563	0.1932623371
1564	0.1932458722
1565	0.1932263452
1566	0.1932016169
1567	0.1931776286
1568	0.1931598764
1569	0.1931417839
1570	0.1931222524
1571	0.193100953
1572	0.1930774774
1573	0.1930556519
1574	0.1930397799
1575	0.1930191065
1576	0.1930001576
1577	0.1929804803
1578	0.1929672179
1579	0.1929465623
1580	0.1929252577
1581	0.19290519
1582	0.1928902018
1583	0.1928768046
1584	0.1928572712
1585	0.192843181
1586	0.192819876
1587	0.1928037636
1588	0.1927903687
1589	0.1927754664
1590	0.1927551253
1591	0.1927350759
1592	0.1927170456
1593	0.1927019373
1594	0.1926782263
1595	0.1926574743
1596	0.1926381681
1597	0.1926182635
1598	0.1926008993
1599	0.1925848876
1600	0.1925599036
1601	0.1925414512
1602	0.1925255716
1603	0.1925102046
1604	0.1924809451
1605	0.192467156
1606	0.1924470085
1607	0.1924198461
1608	0.1923938992
1609	0.1923714119
1610	0.1923552616
1611	0.1923313332
1612	0.1923116813
1613	0.1922925865
1614	0.1922759367
1615	0.1922548361
1616	0.1922332539
1617	0.1922080085
1618	0.192190934
1619	0.1921772182
1620	0.1921529647
1621	0.1921447187
1622	0.1921221286
1623	0.1921042105
1624	0.1920860748
1625	0.1920700672
1626	0.1920551999
1627	0.1920330807
1628	0.1920150521
1629	0.1920004282
1630	0.1919873754
1631	0.1919218542
1632	0.1919090647
1633	0.1918980897
1634	0.1918762399
1635	0.191859556
1636	0.1918403119
1637	0.1918214249
1638	0.1917764166
1639	0.1917601648
1640	0.191736586
1641	0.1917173693
1642	0.1917072676
1643	0.1916886771
1644	0.1916691687
1645	0.1916443716
1646	0.1916260105
1647	0.1916083803
1648	0.1915920132
1649	0.1915856555
1650	0.1915667417
1651	0.1915517041
1652	0.1915384421
1653	0.1915060573
1654	0.1914898877
1655	0.1914662406
1656	0.1914537603
1657	0.1914377427
1658	0.1914171449
1659	0.1913932467
1660	0.1913548733
1661	0.1913405746
1662	0.1913191068
1663	0.1912940165
1664	0.1912762022
1665	0.1912659104
1666	0.1912499772
1667	0.1912232228
1668	0.1912064881
1669	0.1911885285
1670	0.1911767202
1671	0.1911634887
1672	0.1911452175
1673	0.1911285766
1674	0.1911044915
1675	0.19108771
1676	0.1910690548
1677	0.1910122162
1678	0.190985752
1679	0.1909628901
1680	0.1909416724
1681	0.1909218219
1682	0.1909054876
1683	0.1908837985
1684	0.1908669116
1685	0.1908393087
1686	0.1908168686
1687	0.190802545
1688	0.1907851282
1689	0.1907675281
1690	0.1907530463
1691	0.1907287224
1692	0.1907137228
1693	0.1907034287
1694	0.1906877174
1695	0.1906737535
1696	0.1906519631
1697	0.1906380345
1698	0.1906220733
1699	0.190606271
1700	0.1905876387
1701	0.1905746066
1702	0.1905524026
1703	0.1905376979
1704	0.1905185053
1705	0.1904967919
1706	0.1904820188
1707	0.1904615282
1708	0.1904313149
1709	0.1904012877
1710	0.1903866701
1711	0.1903611659
1712	0.1903390867
1713	0.1903229151
1714	0.190304559
1715	0.190279397
1716	0.1902678152
1717	0.1902539561
1718	0.1902339985
1719	0.1902191102
1720	0.1901959833
1721	0.1901736549
1722	0.190152177
1723	0.1901335041
1724	0.1901103172
1725	0.1900910606
1726	0.1900804918
1727	0.1900676857
1728	0.1900507851
1729	0.1900346644
1730	0.190013984
1731	0.1899959246
1732	0.1899762708
1733	0.18994271
1734	0.18992369
1735	0.189906215
1736	0.1898643457
1737	0.1898483258
1738	0.1898208323
1739	0.1898029516
1740	0.189781317
1741	0.189764808
1742	0.1897450742
1743	0.1897271119
1744	0.1897094733
1745	0.1896968077
1746	0.1896617565
1747	0.1896439651
1748	0.1896278491
1749	0.1896123699
1750	0.1895853308
1751	0.1895679275
1752	0.1895524239
1753	0.1895401291
1754	0.1895332604
1755	0.1895178956
1756	0.1894950038
1757	0.1894798916
1758	0.1894626065
1759	0.1894424215
1760	0.189426781
1761	0.1894062403
1762	0.18938682
1763	0.1893741425
1764	0.1893504303
1765	0.1893337083
1766	0.1893141033
1767	0.1893018841
1768	0.1892857405
1769	0.1892676256
1770	0.1892394518
1771	0.189207061
1772	0.189184954
1773	0.1891636657
1774	0.1891433364
1775	0.1891197023
1776	0.1890970759
1777	0.1890874677
1778	0.1890705309
1779	0.1890528867
1780	0.1890389024
1781	0.1890231286
1782	0.1890032544
1783	0.1889875915
1784	0.1889614996
1785	0.1889459051
1786	0.1889277181
1787	0.1889096766
1788	0.1888921075
1789	0.1888807971
1790	0.1888599112
1791	0.1888411409
1792	0.18882549
1793	0.1888111319
1794	0.1887879184
1795	0.1887642609
1796	0.1887483781
1797	0.1887395181
1798	0.1887204436
1799	0.1886985401
1800	0.1886826289
1801	0.1886552501
1802	0.1886386018
1803	0.188625197
1804	0.1886061482
1805	0.1885899062
1806	0.1885746766
1807	0.18855775
1808	0.1885387973
1809	0.1885195194
1810	0.1885032878
1811	0.1884836605
1812	0.1884641726
1813	0.1884486321
1814	0.1884372424
1815	0.1884162618
1816	0.1883966721
1817	0.1883843502
1818	0.1883637163
1819	0.1883425097
1820	0.1883296872
1821	0.1883078691
1822	0.1882876643
1823	0.1882674153
1824	0.1882397279
1825	0.1882203014
1826	0.1882058238
1827	0.188187988
1828	0.1881751948
1829	0.1881619959
1830	0.1881441363
1831	0.1881308373
1832	0.1881132264
1833	0.1880739927
1834	0.1880582833
1835	0.1880399359
1836	0.1880255564
1837	0.188014315
1838	0.1879895421
1839	0.1879676155
1840	0.1879488074
1841	0.1879320698
1842	0.1879144961
1843	0.1878998897
1844	0.1878786226
1845	0.1878617224
1846	0.18784699
1847	0.1878341352
1848	0.1878158251
1849	0.1877991078
1850	0.1877834536
1851	0.1877719526
1852	0.1877558792
1853	0.1877382984
1854	0.187715887
1855	0.1877025344
1856	0.1876915434
1857	0.187677475
1858	0.1876661445
1859	0.1876493575
1860	0.187631271
1861	0.1876142323
1862	0.1875980825
1863	0.1875753882
1864	0.1875552625
1865	0.187538358
1866	0.1875241735
1867	0.187499252
1868	0.1874812988
1869	0.1874265939
1870	0.1874065759
1871	0.187391846
1872	0.1873774556
1873	0.1873640923
1874	0.1873425835
1875	0.187330685
1876	0.1873135679
1877	0.1872924906
1878	0.1872759593
1879	0.1872594702
1880	0.1872376243
1881	0.1872181317
1882	0.1872075475
1883	0.1871922814
1884	0.1871741191
1885	0.1871549257
1886	0.1871392022
1887	0.1871250056
1888	0.1871074128
1889	0.1870949242
1890	0.1870840901
1891	0.1870692324
1892	0.1870566737
1893	0.1870066851
1894	0.1869851553
1895	0.1869697995
1896	0.1869577523
1897	0.1869394931
1898	0.186923993
1899	0.1869104871
1900	0.1868908626
1901	0.1868733752
1902	0.1868650316
1903	0.1868473929
1904	0.1868264489
1905	0.1868146392
1906	0.1868007925
1907	0.1867789671
1908	0.1867625415
1909	0.1867454895
1910	0.1867371048
1911	0.1867136611
1912	0.1866965597
1913	0.186667672
1914	0.1866556391
1915	0.1866428652
1916	0.1866272254
1917	0.1866042346
1918	0.1865832595
1919	0.1865688218
1920	0.1865460206
1921	0.1865341982
1922	0.1865186368
1923	0.1865066723
1924	0.1864884699
1925	0.1864682905
1926	0.1864569943
1927	0.1864421271
1928	0.1864249817
1929	0.1864095116
1930	0.1863958842
1931	0.1863725588
1932	0.1863582024
1933	0.1863440303
1934	0.1863290993
1935	0.1863070375
1936	0.1862915289
1937	0.1862755855
1938	0.1862616391
1939	0.1862452595
1940	0.1862255496
1941	0.1862089547
1942	0.186193336
1943	0.186175222
1944	0.1861551176
1945	0.1861316512
1946	0.1861120694
1947	0.186104347
1948	0.1860944947
1949	0.1860744605
1950	0.186058989
1951	0.1860385544
1952	0.1860257339
1953	0.1860136693
1954	0.1859976492
1955	0.1859808218
1956	0.185952319
1957	0.1859347007
1958	0.185912878
1959	0.1858949009
1960	0.1858506613
1961	0.1858323482
1962	0.1858216151
1963	0.1858030685
1964	0.1857829508
1965	0.1857691626
1966	0.1857491496
1967	0.1857248288
1968	0.1857030806
1969	0.1856937116
1970	0.1856750986
1971	0.1856583051
1972	0.1856457976
1973	0.1856307659
1974	0.1856102849
1975	0.1855966955
1976	0.1855801293
1977	0.1855550101
1978	0.1855465418
1979	0.1855332176
1980	0.185510916
1981	0.1854906235
1982	0.1854792996
1983	0.1854645823
1984	0.1854468568
1985	0.1854284217
1986	0.1854151179
1987	0.1853991842
1988	0.1853634822
1989	0.1853388993
1990	0.1853221427
1991	0.1853074944
1992	0.185287527
1993	0.1852745132
1994	0.1852586518
1995	0.1852392878
1996	0.1851448031
1997	0.185129395
1998	0.1851135168
1999	0.1850993981
2000	0.1850798478
2001	0.1850619906
2002	0.1850489167
2003	0.1850269705
2004	0.1850126069
2005	0.1849970294
2006	0.1849864176
2007	0.184967949
2008	0.1849537371
2009	0.1849207062
2010	0.184898078
2011	0.1848770923
2012	0.1848545868
2013	0.1848362836
2014	0.1848196623
2015	0.184803862
2016	0.184788978
2017	0.1847639061
2018	0.1847436755
2019	0.1847342223
2020	0.1847271769
2021	0.1847111263
2022	0.1846896893
2023	0.184672764
2024	0.1846596125
2025	0.1846488286
2026	0.1846358502
2027	0.1846189407
2028	0.1846038269
2029	0.1845901117
2030	0.1845687136
2031	0.1845489005
2032	0.1845360421
2033	0.184515973
2034	0.1845020713
2035	0.1844897032
2036	0.1844718766
2037	0.1844519389
2038	0.1844325892
2039	0.1843914569
2040	0.1843755609
2041	0.1843625418
2042	0.1843418764
2043	0.184329766
2044	0.1843165341
2045	0.1843028866
2046	0.1842851986
2047	0.1842654241
2048	0.1842506656
2049	0.1842402624
2050	0.1842213131
2051	0.1842094724
2052	0.1841902666
2053	0.1841765644
2054	0.1841634195
2055	0.1841491784
2056	0.1841270177
2057	0.1841092834
2058	0.1840982017
2059	0.1840805707
2060	0.1840757848
2061	0.1840671585
2062	0.18404543
2063	0.1840342535
2064	0.1840061056
2065	0.1839861602
2066	0.1839721571
2067	0.1839557867
2068	0.1839356181
2069	0.183924291
2070	0.1839095263
2071	0.1838905911
2072	0.1838714437
2073	0.1838545156
2074	0.1838281966
2075	0.1837999551
2076	0.1837795452
2077	0.1837636197
2078	0.1837427766
2079	0.1837259006
2080	0.1837092713
2081	0.183686025
2082	0.1836657094
2083	0.1836405068
2084	0.1836234218
2085	0.1836105327
2086	0.1835944845
2087	0.1835762606
2088	0.1835615923
2089	0.1835468637
2090	0.1835312389
2091	0.1835182312
2092	0.1834984029
2093	0.1834767369
2094	0.1834654446
2095	0.1834466915
2096	0.1834292458
2097	0.1834108591
2098	0.1833927735
2099	0.1833726024
2100	0.1833563385
2101	0.1833338108
2102	0.1833174238
2103	0.1833018948
2104	0.1832920132
2105	0.1832829312
2106	0.1832691991
2107	0.1832596658
2108	0.1832406974
2109	0.1832246847
2110	0.1832123647
2111	0.1831988415
2112	0.183183275
2113	0.1831700514
2114	0.1831540768
2115	0.1831394608
2116	0.1831186943
2117	0.1830985132
2118	0.1830769909
2119	0.183055502
2120	0.1830422797
2121	0.1830254895
2122	0.1830094332
2123	0.1829924988
2124	0.1829782324
2125	0.1829642617
2126	0.182943271
2127	0.1829256116
2128	0.1829082407
2129	0.182890485
2130	0.1828666192
2131	0.1828448241
2132	0.1828311157
2133	0.1828133361
2134	0.1827954176
2135	0.1827796959
2136	0.1827557655
2137	0.1827446331
2138	0.1827253756
2139	0.1827093742
2140	0.1826903647
2141	0.1826697679
2142	0.1826604253
2143	0.1826415621
2144	0.1826248206
2145	0.1826040485
2146	0.1825884697
2147	0.1825740081
2148	0.1825562249
2149	0.1825325995
2150	0.1825180521
2151	0.1824958135
2152	0.1824782451
2153	0.1824642815
2154	0.1824501993
2155	0.1824345596
2156	0.1824118753
2157	0.1823966913
2158	0.1823849732
2159	0.1823655339
2160	0.1823484549
2161	0.182335647
2162	0.1823235297
2163	0.182304619
2164	0.1822831855
2165	0.1822690357
2166	0.182254135
2167	0.1822420849
2168	0.1822311522
2169	0.1822192973
2170	0.1821989767
2171	0.1821835522
2172	0.1821639467
2173	0.182145546
2174	0.1821297307
2175	0.1821125244
2176	0.1821005136
2177	0.1820819902
2178	0.182069802
2179	0.1820514564
2180	0.1820334089
2181	0.1820199377
2182	0.1820013807
2183	0.1819878221
2184	0.181977336
2185	0.1819594151
2186	0.1819511374
2187	0.1819359543
2188	0.1819189775
2189	0.1819040456
2190	0.1818932894
2191	0.1818763668
2192	0.1818623576
2193	0.1818540488
2194	0.1818365531
2195	0.1818229719
2196	0.1817970371
2197	0.1817829384
2198	0.1817673508
2199	0.1817487244
2200	0.1817384553
2201	0.1817289406
2202	0.1817107083
2203	0.1816898455
2204	0.1816737727
2205	0.1816607953
2206	0.1816505435
2207	0.1815985832
2208	0.1815819023
2209	0.1815655658
2210	0.1815493742
2211	0.181536441
2212	0.1815232422
2213	0.1815122685
2214	0.1814981575
2215	0.1814881914
2216	0.1814764842
2217	0.1814707613
2218	0.1814557562
2219	0.1814435375
2220	0.1814240148
2221	0.1814084325
2222	0.1813942258
2223	0.1813787924
2224	0.1813688054
2225	0.1813393234
2226	0.18132289
2227	0.1813127992
2228	0.1812994973
2229	0.1812801383
2230	0.1812676661
2231	0.1812566331
2232	0.1812418545
2233	0.1812272146
2234	0.1812153677
2235	0.1811989183
2236	0.181178448
2237	0.1811672839
2238	0.1811482987
2239	0.1811329586
2240	0.1811100406
2241	0.1810956226
2242	0.1810786311
2243	0.1810652821
2244	0.1810449294
2245	0.1810301707
2246	0.1810158081
2247	0.1809993865
2248	0.1809893486
2249	0.180975814
2250	0.1809550226
2251	0.1809469348
2252	0.1809296932
2253	0.180914449
2254	0.1808947543
2255	0.1808796359
2256	0.1808650971
2257	0.180846367
2258	0.1808318161
2259	0.1808162547
2260	0.1807957511
2261	0.1807853824
2262	0.1807686004
2263	0.1807494909
2264	0.1807313171
2265	0.1807193563
2266	0.1807004995
2267	0.1806826601
2268	0.1806713052
2269	0.1806580831
2270	0.180640258
2271	0.1806270491
2272	0.1806114127
2273	0.180600029
2274	0.180586097
2275	0.1805702753
2276	0.1805518218
2277	0.1805348229
2278	0.1805131497
2279	0.1804990843
2280	0.1804864369
2281	0.1804712635
2282	0.1804562096
2283	0.1804439821
2284	0.1804283473
2285	0.1804099259
2286	0.1804016953
2287	0.1803834289
2288	0.1803679813
2289	0.1803542324
2290	0.1803394312
2291	0.180327004
2292	0.1803099571
2293	0.1802907561
2294	0.1802741129
2295	0.1802612498
2296	0.1802490714
2297	0.1802365566
2298	0.1802240876
2299	0.1802101069
2300	0.1801904809
2301	0.1801767265
2302	0.1801589976
2303	0.1801442873
2304	0.1801203018
2305	0.1800930128
2306	0.1800802609
2307	0.1800535503
2308	0.180038608
2309	0.180023962
2310	0.1800098712
2311	0.1799945015
2312	0.1799820957
2313	0.1799652951
2314	0.1799494137
2315	0.1799361279
2316	0.1799242752
2317	0.1799112964
2318	0.1798906754
2319	0.1798804337
2320	0.1798690619
2321	0.1798543265
2322	0.1798347392
2323	0.1798202988
2324	0.179811681
2325	0.1797990328
2326	0.1797832828
2327	0.1797670165
2328	0.1797542611
2329	0.1797384499
2330	0.1797188035
2331	0.179698695
2332	0.1796857976
2333	0.1796680908
2334	0.1796496379
2335	0.1796310444
2336	0.1796162634
2337	0.1796061577
2338	0.1795900656
2339	0.1795715954
2340	0.1795597272
2341	0.1795464128
2342	0.179536223
2343	0.1795184022
2344	0.1795032932
2345	0.1794890392
2346	0.1794761897
2347	0.1794567074
2348	0.1794428159
2349	0.1794211239
2350	0.1794056743
2351	0.1793984543
2352	0.1793837748
2353	0.1793707127
2354	0.1793559123
2355	0.1793405234
2356	0.1793229029
2357	0.1793087597
2358	0.1792894889
2359	0.1792727293
2360	0.1792553681
2361	0.1792413851
2362	0.1792289417
2363	0.179220203
2364	0.17920106
2365	0.1791910524
2366	0.1791690547
2367	0.1791497833
2368	0.1791277532
2369	0.1791147198
2370	0.179096365
2371	0.1790876848
2372	0.1790737505
2373	0.1790506549
2374	0.179034713
2375	0.1790236259
2376	0.1790090629
2377	0.1789987861
2378	0.1789855153
2379	0.1789623599
2380	0.1789466177
2381	0.178924612
2382	0.1789092863
2383	0.1788989818
2384	0.1788814481
2385	0.1788569026
2386	0.1788401257
2387	0.1788315295
2388	0.1788174798
2389	0.1787987165
2390	0.1787752496
2391	0.1787555818
2392	0.1787403909
2393	0.1787216251
2394	0.1787045324
2395	0.1786908724
2396	0.178670615
2397	0.1786554503
2398	0.1786401761
2399	0.1786206402
2400	0.1786057568
2401	0.178592852
2402	0.1785784648
2403	0.178568795
2404	0.1785537495
2405	0.1785401642
2406	0.1785252438
2407	0.1785066508
2408	0.1784844025
2409	0.178464578
2410	0.1784532922
2411	0.1784443382
2412	0.1784355048
2413	0.1784190254
2414	0.1784034922
2415	0.1783865191
2416	0.1783696379
2417	0.1783521293
2418	0.1783354499
2419	0.1783200066
2420	0.178296249
2421	0.1782817684
2422	0.1782674735
2423	0.1782463927
2424	0.1781969136
2425	0.178182923
2426	0.1781659256
2427	0.1781515581
2428	0.1781436748
2429	0.1781332845
2430	0.1781173419
2431	0.1781004593
2432	0.1780869268
2433	0.1780743958
2434	0.1780630011
2435	0.1780406944
2436	0.1780256086
2437	0.178019609
2438	0.1780072324
2439	0.1779908249
2440	0.1779743844
2441	0.1779552848
2442	0.1779425208
2443	0.1779278007
2444	0.177914112
2445	0.1779024815
2446	0.177888776
2447	0.1778736634
2448	0.1778583894
2449	0.1778377624
2450	0.1778141997
2451	0.1778033835
2452	0.1777931734
2453	0.1777730013
2454	0.1777636946
2455	0.177751932
2456	0.1777393149
2457	0.1777176503
2458	0.1777034062
2459	0.1776883388
2460	0.1776673316
2461	0.1776548228
2462	0.1776383778
2463	0.177619618
2464	0.1775995535
2465	0.1775900317
2466	0.1775544899
2467	0.1775395441
2468	0.1775303344
2469	0.1775133558
2470	0.1774995765
2471	0.1774863884
2472	0.1774740339
2473	0.1774602344
2474	0.1774369377
2475	0.1774234014
2476	0.1774100369
2477	0.1773998891
2478	0.1773841607
2479	0.1773648575
2480	0.1773478599
2481	0.1773335441
2482	0.1773182508
2483	0.1773028706
2484	0.1772945456
2485	0.1772766045
2486	0.1772656866
2487	0.1772529721
2488	0.177238522
2489	0.1772235669
2490	0.177212143
2491	0.1771955602
2492	0.1771856455
2493	0.1771740649
2494	0.1771564061
2495	0.1771434004
2496	0.1771326233
2497	0.1771143543
2498	0.1770969799
2499	0.1770796894
